;Year;Quarter;Haul;Age;Count
58;2018;1;2018:1:SWE:DANS:GOV:84:23;1;1
59;2018;1;2018:1:SWE:DANS:GOV:86:24;1;3
60;2018;1;2018:1:SWE:DANS:GOV:88:25;1;2
61;2018;1;2018:1:SWE:DANS:GOV:98:28;1;1
62;2018;1;2018:1:DEN:DAN2:GOV:104:25;2;1
63;2018;1;2018:1:DEN:DAN2:GOV:106:26;2;1
64;2018;1;2018:1:DEN:DAN2:GOV:108:27;2;1
65;2018;1;2018:1:DEN:DAN2:GOV:126:33;2;1
66;2018;1;2018:1:DEN:DAN2:GOV:128:34;2;1
67;2018;1;2018:1:DEN:DAN2:GOV:146:40;2;4
68;2018;1;2018:1:DEN:DAN2:GOV:155:42;2;1
69;2018;1;2018:1:DEN:DAN2:GOV:157:43;2;6
70;2018;1;2018:1:DEN:DAN2:GOV:159:44;2;2
71;2018;1;2018:1:DEN:DAN2:GOV:169:45;2;5
72;2018;1;2018:1:DEN:DAN2:GOV:172:46;2;4
73;2018;1;2018:1:DEN:DAN2:GOV:173:47;2;2
74;2018;1;2018:1:DEN:DAN2:GOV:182:48;2;1
75;2018;1;2018:1:DEN:DAN2:GOV:183:49;2;1
76;2018;1;2018:1:DEN:DAN2:GOV:66:17;2;1
77;2018;1;2018:1:DEN:DAN2:GOV:68:18;2;2
78;2018;1;2018:1:DEN:DAN2:GOV:81:21;2;1
79;2018;1;2018:1:DEN:DAN2:GOV:9:3;2;1
80;2018;1;2018:1:FRA:THA2:GOV:W0029:15;2;1
81;2018;1;2018:1:FRA:THA2:GOV:W0031:17;2;3
82;2018;1;2018:1:FRA:THA2:GOV:W0037:18;2;1
83;2018;1;2018:1:FRA:THA2:GOV:W0052:25;2;2
84;2018;1;2018:1:FRA:THA2:GOV:W0053:26;2;1
85;2018;1;2018:1:FRA:THA2:GOV:W0060:28;2;6
86;2018;1;2018:1:FRA:THA2:GOV:W0061:29;2;1
87;2018;1;2018:1:FRA:THA2:GOV:W0085:37;2;1
88;2018;1;2018:1:FRA:THA2:GOV:W0118:50;2;1
89;2018;1;2018:1:FRA:THA2:GOV:W0132:54;2;1
90;2018;1;2018:1:FRA:THA2:GOV:W0140:58;2;2
91;2018;1;2018:1:FRA:THA2:GOV:W0142:60;2;1
92;2018;1;2018:1:GFR:WAH3:GOV:139:15;2;1
93;2018;1;2018:1:GFR:WAH3:GOV:152:20;2;7
94;2018;1;2018:1:GFR:WAH3:GOV:154:22;2;1
95;2018;1;2018:1:GFR:WAH3:GOV:165:23;2;2
96;2018;1;2018:1:GFR:WAH3:GOV:166:24;2;4
97;2018;1;2018:1:GFR:WAH3:GOV:167:25;2;1
98;2018;1;2018:1:GFR:WAH3:GOV:168:26;2;7
99;2018;1;2018:1:GFR:WAH3:GOV:179:27;2;10
100;2018;1;2018:1:GFR:WAH3:GOV:189:31;2;5
101;2018;1;2018:1:GFR:WAH3:GOV:198:32;2;3
102;2018;1;2018:1:GFR:WAH3:GOV:199:33;2;4
103;2018;1;2018:1:GFR:WAH3:GOV:209:35;2;3
104;2018;1;2018:1:GFR:WAH3:GOV:210:36;2;2
105;2018;1;2018:1:GFR:WAH3:GOV:211:37;2;6
106;2018;1;2018:1:GFR:WAH3:GOV:222:38;2;1
107;2018;1;2018:1:GFR:WAH3:GOV:224:40;2;1
108;2018;1;2018:1:GFR:WAH3:GOV:231:41;2;3
109;2018;1;2018:1:GFR:WAH3:GOV:232:42;2;1
110;2018;1;2018:1:GFR:WAH3:GOV:233:43;2;2
111;2018;1;2018:1:GFR:WAH3:GOV:87:1;2;1
112;2018;1;2018:1:GFR:WAH3:GOV:98:2;2;1
113;2018;1;2018:1:NED:TRI2:GOV:36F255:55;2;1
114;2018;1;2018:1:NED:TRI2:GOV:36F356:56;2;1
115;2018;1;2018:1:NED:TRI2:GOV:36F509:9;2;1
116;2018;1;2018:1:NED:TRI2:GOV:37F254:54;2;1
117;2018;1;2018:1:NED:TRI2:GOV:37F353:53;2;1
118;2018;1;2018:1:NED:TRI2:GOV:39E827:27;2;1
119;2018;1;2018:1:NED:TRI2:GOV:39F316:16;2;1
120;2018;1;2018:1:NED:TRI2:GOV:40E924:24;2;2
121;2018;1;2018:1:NED:TRI2:GOV:40E925:25;2;1
122;2018;1;2018:1:NED:TRI2:GOV:40F032:32;2;3
123;2018;1;2018:1:NED:TRI2:GOV:40F135:35;2;2
124;2018;1;2018:1:NED:TRI2:GOV:41F137:37;2;3
125;2018;1;2018:1:NED:TRI2:GOV:41F349:49;2;2
126;2018;1;2018:1:NOR:58G2:GOV:60005:5;2;4
127;2018;1;2018:1:NOR:58G2:GOV:60006:6;2;3
128;2018;1;2018:1:NOR:58G2:GOV:60011:11;2;1
129;2018;1;2018:1:NOR:58G2:GOV:60013:13;2;1
130;2018;1;2018:1:NOR:58G2:GOV:60015:15;2;2
131;2018;1;2018:1:NOR:58G2:GOV:60016:16;2;2
132;2018;1;2018:1:NOR:58G2:GOV:60018:18;2;5
133;2018;1;2018:1:NOR:58G2:GOV:60024:24;2;2
134;2018;1;2018:1:NOR:58G2:GOV:60026:26;2;4
135;2018;1;2018:1:NOR:58G2:GOV:60027:27;2;5
136;2018;1;2018:1:NOR:58G2:GOV:60028:28;2;3
137;2018;1;2018:1:NOR:58G2:GOV:60029:29;2;1
138;2018;1;2018:1:NOR:58G2:GOV:60030:30;2;9
139;2018;1;2018:1:NOR:58G2:GOV:60031:31;2;3
140;2018;1;2018:1:NOR:58G2:GOV:60032:32;2;6
141;2018;1;2018:1:NOR:58G2:GOV:60033:33;2;8
142;2018;1;2018:1:NOR:58G2:GOV:60034:34;2;1
143;2018;1;2018:1:NOR:58G2:GOV:60035:35;2;9
144;2018;1;2018:1:NOR:58G2:GOV:60038:38;2;5
145;2018;1;2018:1:NOR:58G2:GOV:60040:39;2;5
146;2018;1;2018:1:NOR:58G2:GOV:60046:42;2;14
147;2018;1;2018:1:NOR:58G2:GOV:60048:43;2;9
148;2018;1;2018:1:NOR:58G2:GOV:60056:47;2;4
149;2018;1;2018:1:NOR:58G2:GOV:60062:50;2;3
150;2018;1;2018:1:NOR:58G2:GOV:60079:65;2;1
151;2018;1;2018:1:NOR:58G2:GOV:60080:66;2;2
152;2018;1;2018:1:NOR:58G2:GOV:60082:68;2;6
153;2018;1;2018:1:NOR:58G2:GOV:60083:69;2;5
154;2018;1;2018:1:NOR:58G2:GOV:60084:70;2;6
155;2018;1;2018:1:NOR:58G2:GOV:60085:71;2;1
156;2018;1;2018:1:NOR:58G2:GOV:60086:72;2;2
157;2018;1;2018:1:NOR:58G2:GOV:60087:73;2;2
158;2018;1;2018:1:NOR:58G2:GOV:60088:74;2;2
159;2018;1;2018:1:SCO:SCO3:GOV:10:10;2;2
160;2018;1;2018:1:SCO:SCO3:GOV:12:12;2;5
161;2018;1;2018:1:SCO:SCO3:GOV:14:14;2;15
162;2018;1;2018:1:SCO:SCO3:GOV:18:18;2;3
163;2018;1;2018:1:SCO:SCO3:GOV:19:19;2;5
164;2018;1;2018:1:SCO:SCO3:GOV:21:21;2;1
165;2018;1;2018:1:SCO:SCO3:GOV:23:23;2;1
166;2018;1;2018:1:SCO:SCO3:GOV:24:24;2;12
167;2018;1;2018:1:SCO:SCO3:GOV:25:25;2;11
168;2018;1;2018:1:SCO:SCO3:GOV:26:26;2;5
169;2018;1;2018:1:SCO:SCO3:GOV:27:27;2;11
170;2018;1;2018:1:SCO:SCO3:GOV:28:28;2;4
171;2018;1;2018:1:SCO:SCO3:GOV:29:29;2;1
172;2018;1;2018:1:SCO:SCO3:GOV:32:32;2;1
173;2018;1;2018:1:SCO:SCO3:GOV:33:33;2;1
174;2018;1;2018:1:SCO:SCO3:GOV:35:35;2;2
175;2018;1;2018:1:SCO:SCO3:GOV:36:36;2;2
176;2018;1;2018:1:SCO:SCO3:GOV:39:39;2;5
177;2018;1;2018:1:SCO:SCO3:GOV:40:40;2;36
178;2018;1;2018:1:SCO:SCO3:GOV:41:41;2;16
179;2018;1;2018:1:SCO:SCO3:GOV:42:42;2;10
180;2018;1;2018:1:SCO:SCO3:GOV:43:43;2;16
181;2018;1;2018:1:SCO:SCO3:GOV:44:44;2;9
182;2018;1;2018:1:SCO:SCO3:GOV:45:45;2;14
183;2018;1;2018:1:SCO:SCO3:GOV:46:46;2;10
184;2018;1;2018:1:SCO:SCO3:GOV:47:47;2;13
185;2018;1;2018:1:SCO:SCO3:GOV:48:48;2;4
186;2018;1;2018:1:SCO:SCO3:GOV:49:49;2;6
187;2018;1;2018:1:SCO:SCO3:GOV:50:50;2;7
188;2018;1;2018:1:SCO:SCO3:GOV:52:52;2;8
189;2018;1;2018:1:SCO:SCO3:GOV:53:53;2;10
190;2018;1;2018:1:SCO:SCO3:GOV:54:54;2;5
191;2018;1;2018:1:SCO:SCO3:GOV:55:55;2;2
192;2018;1;2018:1:SCO:SCO3:GOV:56:56;2;7
193;2018;1;2018:1:SCO:SCO3:GOV:57:57;2;16
194;2018;1;2018:1:SCO:SCO3:GOV:58:58;2;1
195;2018;1;2018:1:SCO:SCO3:GOV:59:59;2;3
196;2018;1;2018:1:SCO:SCO3:GOV:60:60;2;7
197;2018;1;2018:1:SCO:SCO3:GOV:61:61;2;7
198;2018;1;2018:1:SCO:SCO3:GOV:62:62;2;7
199;2018;1;2018:1:SCO:SCO3:GOV:63:63;2;2
200;2018;1;2018:1:SCO:SCO3:GOV:67:67;2;2
201;2018;1;2018:1:SCO:SCO3:GOV:69:69;2;2
202;2018;1;2018:1:SCO:SCO3:GOV:70:70;2;4
203;2018;1;2018:1:SCO:SCO3:GOV:71:71;2;2
204;2018;1;2018:1:SCO:SCO3:GOV:72:72;2;1
205;2018;1;2018:1:SCO:SCO3:GOV:8:8;2;1
206;2018;1;2018:1:SWE:DANS:GOV:113:30;2;5
207;2018;1;2018:1:SWE:DANS:GOV:114:31;2;6
208;2018;1;2018:1:SWE:DANS:GOV:117:32;2;4
209;2018;1;2018:1:SWE:DANS:GOV:118:33;2;3
210;2018;1;2018:1:SWE:DANS:GOV:13:4;2;3
211;2018;1;2018:1:SWE:DANS:GOV:131:35;2;4
212;2018;1;2018:1:SWE:DANS:GOV:132:36;2;1
213;2018;1;2018:1:SWE:DANS:GOV:134:37;2;9
214;2018;1;2018:1:SWE:DANS:GOV:136:38;2;2
215;2018;1;2018:1:SWE:DANS:GOV:142:39;2;2
216;2018;1;2018:1:SWE:DANS:GOV:143:40;2;5
217;2018;1;2018:1:SWE:DANS:GOV:145:41;2;1
218;2018;1;2018:1:SWE:DANS:GOV:147:42;2;4
219;2018;1;2018:1:SWE:DANS:GOV:15:5;2;1
220;2018;1;2018:1:SWE:DANS:GOV:152:43;2;2
221;2018;1;2018:1:SWE:DANS:GOV:153:44;2;1
222;2018;1;2018:1:SWE:DANS:GOV:157:46;2;5
223;2018;1;2018:1:SWE:DANS:GOV:164:47;2;2
